AVAILABILITYZONE,BILLEDCOST,BILLINGACCOUNTID,BILLINGACCOUNTNAME,BILLINGCURRENCY,BILLINGPERIODEND,BILLINGPERIODSTART,CHARGECATEGORY,CHARGECLASS,CHARGEDESCRIPTION,CHARGEFREQUENCY,CHARGEPERIODEND,CHARGEPERIODSTART,COMMITMENTDISCOUNTCATEGORY,COMMITMENTDISCOUNTID,COMMITMENTDISCOUNTNAME,COMMITMENTDISCOUNTSTATUS,COMMITMENTDISCOUNTTYPE,CONSUMEDQUANTITY,CONSUMEDUNIT,CONTRACTEDCOST,CONTRACTEDUNITPRICE,EFFECTIVECOST,INVOICEISSUERNAME,LISTCOST,LISTUNITPRICE,PRICINGCATEGORY,PRICINGQUANTITY,PRICINGUNIT,PROVIDERNAME,PUBLISHERNAME,REGIONID,REGIONNAME,RESOURCEID,RESOURCENAME,RESOURCETYPE,SERVICECATEGORY,SERVICENAME,SKUID,SKUPRICEID,SUBACCOUNTID,SUBACCOUNTNAME,TAGS,X_COSTCATEGORIES,X_DISCOUNTS,X_OPERATION,X_SERVICECODE,X_USAGETYPE
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.00 per GB - regional data transfer - in/out/between EC2 Azs or using elastic IPs or ELB,Usage-Based,00:00.0,00:00.0,,,,,,0.001529565,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,0.001529565,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),v-54488or12199p82o3,,,Compute,Amazon Elastic Compute Cloud,BME433TEPTCMNR43,BME433TEPTCMNR43.JRTCKXETXF.6YS6EN2CT7,7.79958E+11,ezf-onuf-njf-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Environment_Classification"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Environment_Name"",
      ""value"": ""prod""
    },
    {
      ""key"": ""Application_Owner_Email"",
      ""value"": ""Murugs.Ramassamy@transport.nsw.gov.au""
    },
    {
      ""key"": ""Name"",
      ""value"": ""AWCPRWRDSHOAP01""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""Remote Desktop Services Secure Gateway""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""Remote Desktop Services Secure Gateway""
    },
    {
      ""key"": ""Encryption"",
      ""value"": ""TRUE""
    },
    {
      ""key"": ""Primary_Data_Label"",
      ""value"": ""Sensitive: Legal""
    },
    {
      ""key"": ""Data_Labelling"",
      ""value"": ""Sensitive: Legal+Sensitive: Law Enforcement+Sensitive: Health Information+Sensitive: Personal+Sensitive: NSW Government+Sensitive""
    },
    {
      ""key"": ""Workload_Profile"",
      ""value"": ""Predictable Bursting""
    },
    {
      ""key"": ""map-migrated-app"",
      ""value"": ""d-application-022r1wfl6ezy0h""
    },
    {
      ""key"": ""Application_Owner"",
      ""value"": ""Murugs Ramassamy""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""d-server-02h6zkzhzg78vd""
    },
    {
      ""key"": ""Purpose"",
      ""value"": ""App Server""
    },
    {
      ""key"": ""Application_ID"",
      ""value"": ""PAC003441""
    },
    {
      ""key"": ""Cost_Object"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Operational_Hours_Cron"",
      ""value"": ""* * * * *""
    },
    {
      ""key"": ""Data_Classification"",
      ""value"": ""UNCLASSIFIED""
    },
    {
      ""key"": ""Data_Retention"",
      ""value"": ""Indefinite""
    },
    {
      ""key"": ""Application_Category"",
      ""value"": ""App""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Organization"",
      ""value"": ""TfNSW RDS""
    },
    {
      ""key"": ""Environment_Type"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Operational_Hours"",
      ""value"": ""24 hours x 7 days""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount""}]}",InterZone-Out,AmazonEC2,APS2-DataTransfer-xAZ-Out-Bytes
,7.3E-09,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.055 per GB-Month of ONTAP backup storage - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,1.702E-07,GB-Months,7.3E-09,0.042890717,7.3E-09,Amazon Web Services Australia Pty Ltd,9.4E-09,0.055,Standard,1.702E-07,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:fsx:ap-southeast-2:900439196729,,,Storage,Amazon FSx,UBUU95WUVH95QV7U,UBUU95WUVH95QV7U.JRTCKXETXF.6YS6EN2CT7,9.00439E+11,gsafj-pbecbengrvg-rdhvcgea-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-corporateit-equiptrn-nonprod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""1000182124""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-2.100000000000000e-09},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-2.100000000000000e-09}]}",CreateFileSystem:ONTAP,AmazonFSx,APS2-BackupUsage
,0.00000468,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.03 per 10000 KMS requests in Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,2,Requests,0.00000468,0.00000234,0.00000468,Amazon Web Services Australia Pty Ltd,0.000006,0.000003,Standard,2,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:kms:ap-southeast-2:989735860841,,,Identity,AWS Key Management Service,2V8H8RKD5G49TF84,2V8H8RKD5G49TF84.JRTCKXETXF.6YS6EN2CT7,9.89736E+11,gsafj-rnv-ocn-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-eai-bpa-nonprod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182111""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.320000000000000e-06},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.320000000000000e-06}]}",ListKeyPolicies,awskms,ap-southeast-2-KMS-Requests
,6.91741E-05,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$1.15 per GB for the first 500 GB / month of data analyzed Asia Pacific (Sydney) region,Usage-Based,00:00.0,00:00.0,,,,,,7.71172E-05,GB,6.91741E-05,0.896999632,6.91741E-05,Amazon Web Services Australia Pty Ltd,8.86848E-05,1.15,Standard,7.71172E-05,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),,,,Security,Amazon GuardDuty,GZK9CDSFHPQUTW7G,GZK9CDSFHPQUTW7G.JRTCKXETXF.C2QCTD4VXQ,2.79614E+11,gsafj-bf-flfbcf-cebq,null,,"{""key_value"":[{""key"":""total_discount"",""value"":-1.951070000000000e-05},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.951070000000000e-05}]}",none,AmazonGuardDuty,APS2-PaidEventsAnalyzed-Bytes
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.000 per GB - data transfer in per month,Usage-Based,00:00.0,00:00.0,,,,,,2.28705E-05,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,2.28705E-05,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,External,arn:aws:sns:ap-southeast-2:874204822100,,,Integration,Amazon Simple Notification Service,V97WX8KBR4YWXNJZ,V97WX8KBR4YWXNJZ.JRTCKXETXF.6YS6EN2CT7,8.74205E+11,gsafj-gfq-qngntj-abacebq,null,,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount""}]}",Publish,AmazonSNS,APS2-DataTransfer-In-Bytes
,3.432E-07,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,00:00.0,00:00.0,,,,,,1,Requests,3.432E-07,3.432E-07,3.432E-07,Amazon Web Services Australia Pty Ltd,0.00000044,0.00000044,Standard,1,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),ps-grzcyngrf-6dmveeaq21vgu-nc-fbhgurnfg-7,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,3.25019E+11,fg-rnz-njfeq-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""st-eam-awsrd-nonprod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000400705""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-9.680000000000001e-08},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-9.680000000000001e-08}]}",ReadCostAllocation,AmazonS3,APS2-Requests-Tier2
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.006 per provisioned IOPS-month of gp3 - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0,IOPS-Months,0,0.00468,0,Amazon Web Services Australia Pty Ltd,0,0.006,Standard,0,IOPS-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-5o5np543320285719,,,Storage,Amazon Elastic Compute Cloud,69EGQ83GFYZBFNWU,69EGQ83GFYZBFNWU.JRTCKXETXF.6YS6EN2CT7,7.79958E+11,ezf-onuf-njf-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Environment_Classification"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Environment_Name"",
      ""value"": ""prod""
    },
    {
      ""key"": ""Application_Owner_Email"",
      ""value"": ""Murugs.Ramassamy@transport.nsw.gov.au""
    },
    {
      ""key"": ""Name"",
      ""value"": ""prdpd-gp3-aza-ebs""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""Integrated Management Systems""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""Integrated Management Systems""
    },
    {
      ""key"": ""Encryption"",
      ""value"": ""TRUE""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE33002""
    },
    {
      ""key"": ""Primary_Data_Label"",
      ""value"": ""Sensitive: Personal""
    },
    {
      ""key"": ""Data_Labelling"",
      ""value"": ""Sensitive: Personal""
    },
    {
      ""key"": ""Workload_Profile"",
      ""value"": ""Predictable Bursting""
    },
    {
      ""key"": ""map-migrated-app"",
      ""value"": ""d-application-0gzo7rva0w8vs""
    },
    {
      ""key"": ""Application_Owner"",
      ""value"": ""Murugs Ramassamy""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""d-server-00wq1fo4ahkurd""
    },
    {
      ""key"": ""Purpose"",
      ""value"": ""DB Server""
    },
    {
      ""key"": ""Application_ID"",
      ""value"": ""PAC003158""
    },
    {
      ""key"": ""Cost_Object"",
      ""value"": ""P.0016386.02.002""
    },
    {
      ""key"": ""Operational_Hours_Cron"",
      ""value"": ""*9-17* * *1-5*""
    },
    {
      ""key"": ""Data_Classification"",
      ""value"": ""UNCLASSIFIED""
    },
    {
      ""key"": ""Data_Retention"",
      ""value"": ""Indefinite""
    },
    {
      ""key"": ""Application_Category"",
      ""value"": ""DB""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Organization"",
      ""value"": ""TfNSW RDS""
    },
    {
      ""key"": ""Environment_Type"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Operational_Hours"",
      ""value"": ""Other (Specify)""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":0.000000000000000e+00}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-IOPS.gp3
,8.1048E-06,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,USD 0.023 per GB-month of backup storage exceeding free allocation for Aurora MySQL,Usage-Based,00:00.0,00:00.0,,,,,,0.000451775,GB-Months,8.1048E-06,0.017939904,8.1048E-06,Amazon Web Services Australia Pty Ltd,1.03908E-05,0.023,Standard,0.000451775,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:rds:ap-southeast-2:646924912074,,,Databases,Amazon Relational Database Service,GGU4B35Z3RPJRRQJ,GGU4B35Z3RPJRRQJ.JRTCKXETXF.6YS6EN2CT7,6.46925E+11,gsafj-nqfg-qvpr-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Site"",
      ""value"": ""maritime""
    },
    {
      ""key"": ""Name"",
      ""value"": ""maritime-maritime""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-adst-dice-prod""
    },
    {
      ""key"": ""SolutionName"",
      ""value"": ""maritime-prod""
    },
    {
      ""key"": ""CostCentre"",
      ""value"": ""cds""
    },
    {
      ""key"": ""ccoe:default:sub-env"",
      ""value"": ""prod""
    },
    {
      ""key"": ""A_2"",
      ""value"": ""platform/application""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182125""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-2.286000000000000e-06},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-2.286000000000000e-06}]}",CreateDBInstance:0016,AmazonRDS,APS2-Aurora:BackupUsage
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0,GiB/Second-Months,0,38.33856,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-59pq5q78rrqrqr95o,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,1.0911E+11,gsafj-pbecvg-rdhvccebwqri-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:project"",
      ""value"": ""P.0058260.05.004""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""TNW038708""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":0.000000000000000e+00}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3
,0.0000039,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.05 per 10000 API Requests,Usage-Based,00:00.0,00:00.0,,,,,,1,API Requests,0.0000039,0.0000039,0.0000039,Amazon Web Services Australia Pty Ltd,0.000005,0.000005,Standard,1,API Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:secretsmanager:ap-southeast-2:212842484461,,,Identity,AWS Secrets Manager,79UWV932AH7VMY2Z,79UWV932AH7VMY2Z.JRTCKXETXF.6YS6EN2CT7,2.12842E+11,gsafj-tf-rxf-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-gs-eks-prod""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.100000000000000e-06},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.100000000000000e-06}]}",GetResourcePolicy,AWSSecretsManager,APS2-AWSSecretsManagerAPIRequest
,1.0296E-06,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,00:00.0,00:00.0,,,,,,3,Requests,1.0296E-06,3.432E-07,1.0296E-06,Amazon Web Services Australia Pty Ltd,0.00000132,0.00000044,Standard,3,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),evfjn-cebq-npprffybtf,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,7.29764E+11,ezf-gq-angvirfreireyrff-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""rms-td-nativeserverless-prod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182133""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-2.904000000000000e-07},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-2.904000000000000e-07}]}",ReadBucketPublicAccessBlock,AmazonS3,APS2-Requests-Tier2
,0.0000054,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"$0.0090 per 10,000 HTTP Requests",Usage-Based,00:00.0,00:00.0,,,,,,6,Requests,0.0000054,0.0000009,0.0000054,Amazon Web Services Australia Pty Ltd,0.0000054,0.0000009,Standard,6,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Australia,arn:aws:cloudfront::646924912074,,distribution,Networking,Amazon CloudFront,JYWBAKWR4AVKH8DT,JYWBAKWR4AVKH8DT.JRTCKXETXF.6YS6EN2CT7,6.46925E+11,gsafj-nqfg-qvpr-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Site"",
      ""value"": ""etoll""
    },
    {
      ""key"": ""Name"",
      ""value"": ""etoll-etoll-prod-cloudfront""
    },
    {
      ""key"": ""SolutionName"",
      ""value"": ""etoll-prod""
    },
    {
      ""key"": ""CostCentre"",
      ""value"": ""cds""
    },
    {
      ""key"": ""A_2"",
      ""value"": ""etoll""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount""}]}",GET,AmazonCloudFront,AU-Requests-Tier1
,7.3E-09,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.055 per GB-Month of ONTAP backup storage - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,1.702E-07,GB-Months,7.3E-09,0.042890717,7.3E-09,Amazon Web Services Australia Pty Ltd,9.4E-09,0.055,Standard,1.702E-07,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:fsx:ap-southeast-2:028650228866,,,Storage,Amazon FSx,UBUU95WUVH95QV7U,UBUU95WUVH95QV7U.JRTCKXETXF.6YS6EN2CT7,28650228866,fg-svanaprvg-op-cercebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""SYT022404""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-2.100000000000000e-09},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-2.100000000000000e-09}]}",CreateFileSystem:ONTAP,AmazonFSx,APS2-BackupUsage
,0.000650364,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"$0.0044 per 10,000 GET and all other requests from Glacier",Usage-Based,00:00.0,00:00.0,,,,,,1895,Requests,0.000650364,3.432E-07,0.000650364,Amazon Web Services Australia Pty Ltd,0.0008338,0.00000044,Standard,1895,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),oebamr-nhkonpxhc-ztzg-ohpxrg,,bucket,Storage,Amazon Simple Storage Service,PBFEACC2VFWPJZXF,PBFEACC2VFWPJZXF.JRTCKXETXF.6YS6EN2CT7,7.76026E+11,ezf-onuf-njf-ztzgcebq,"{
  ""key_value"": [
    {
      ""key"": ""Environment_Classification"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Environment_Name"",
      ""value"": ""Prod""
    },
    {
      ""key"": ""Application_Owner_Email"",
      ""value"": ""igcc-backup-blr@wipro.com""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""Commvault""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""Commvault""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE02590""
    },
    {
      ""key"": ""Primary_Data_Label"",
      ""value"": ""Sensitive : Personal""
    },
    {
      ""key"": ""Data_Labelling"",
      ""value"": ""Sensitive""
    },
    {
      ""key"": ""Workload_Profile"",
      ""value"": ""Burstable""
    },
    {
      ""key"": ""map-migrated-app"",
      ""value"": ""d-application-0a3hiks1ia6ap""
    },
    {
      ""key"": ""Application_Owner"",
      ""value"": ""Platform Engineering Team""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""d-server-00qes28jz7ymhv""
    },
    {
      ""key"": ""Purpose"",
      ""value"": ""For backup""
    },
    {
      ""key"": ""Application_ID"",
      ""value"": ""PAC003395""
    },
    {
      ""key"": ""Cost_Object"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Data_Classification"",
      ""value"": ""Protected""
    },
    {
      ""key"": ""Data_Retention"",
      ""value"": ""Indefnite""
    },
    {
      ""key"": ""Application_Category"",
      ""value"": ""APP""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Operational_Hours"",
      ""value"": ""24 hours x 7 days""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.834360000000000e-04},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.834360000000000e-04}]}",HeadObject,AmazonS3,APS2-Requests-GLACIER-Tier2
,6.864E-07,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,00:00.0,00:00.0,,,,,,2,Requests,6.864E-07,3.432E-07,6.864E-07,Amazon Web Services Australia Pty Ltd,0.00000088,0.00000044,Standard,2,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),afj-genafcbeg-qri57-jbex,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,7.41835E+11,gsafj-nnv-qngncyngsbez-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-aai-dataplatform-nonprod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000131039""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.936000000000000e-07},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.936000000000000e-07}]}",ReadBucketServerSideEncryption,AmazonS3,APS2-Requests-Tier2
,0.00000468,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.03 per 10000 KMS requests in US East (N. Virginia),Usage-Based,00:00.0,00:00.0,,,,,,2,Requests,0.00000468,0.00000234,0.00000468,Amazon Web Services Australia Pty Ltd,0.000006,0.000003,Standard,2,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,us-east-1,US East (N. Virginia),arn:aws:kms:us-east-1:449255263103,,,Identity,AWS Key Management Service,MFEBZPX8NHM5FY7Z,MFEBZPX8NHM5FY7Z.JRTCKXETXF.6YS6EN2CT7,4.49255E+11,gsafj-pfg-fpngf-qri,null,,"{""key_value"":[{""key"":""total_discount"",""value"":-1.320000000000000e-06},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.320000000000000e-06}]}",DescribeKey,awskms,us-east-1-KMS-Requests
,1.1E-09,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.033 per GB-mo of log storage - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,4.12E-08,GB-Months,1.1E-09,0.026699029,1.1E-09,Amazon Web Services Australia Pty Ltd,1.4E-09,0.033,Standard,4.12E-08,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:logs:ap-southeast-2:779957659224,,,Management and Governance,AmazonCloudWatch,SXS5MH23MB3SHA9C,SXS5MH23MB3SHA9C.JRTCKXETXF.6YS6EN2CT7,7.79958E+11,ezf-onuf-njf-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""rms-bahs-aws-prod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182133""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-3.000000000000000e-10},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-3.000000000000000e-10}]}",HourlyStorageMetering,AmazonCloudWatch,APS2-TimedStorage-ByteHrs
,0.00000234,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.03 per 10000 KMS requests in Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,1,Requests,0.00000234,0.00000234,0.00000234,Amazon Web Services Australia Pty Ltd,0.000003,0.000003,Standard,1,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:kms:ap-southeast-2:477619629727,,,Identity,AWS Key Management Service,2V8H8RKD5G49TF84,2V8H8RKD5G49TF84.JRTCKXETXF.6YS6EN2CT7,4.7762E+11,gsafj-qge-bcragrkgrqvfpbirel-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-dtr-opentextediscovery-nonprod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000124860""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-6.600000000000000e-07},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-6.600000000000000e-07}]}",GetKeyRotationStatus,awskms,ap-southeast-2-KMS-Requests
